"id","origin_zip","destination_zip","equipment_type","origin_city","origin_state","destination_city","destination_state","rate_source","duration","target_rate","avg_rate","max_rate","miles","fuel_surcharge","created_userid","created_at","cache_date","updated_at","updated_userid","meta_data"
373,"60803","60601",1,Alsip,IL,Chicago,IL,Sonar,3,1057.64,1212.85,1807.19,8.25,0.00,,2024-04-24 04:20:41.373,2024-04-23 18:30:00.000,2024-04-24 04:20:41.373,,null
374,"60605","79323",2,Chicago,IL,Denver City,TX,Sonar,3,2331.63,2376.53,2451.57,1193.43,0.00,,2024-04-24 04:20:41.944,2024-04-23 18:30:00.000,2024-04-24 04:20:41.944,,null
375,"75165","77301",1,Waxahachie,TX,Beach,TX,Sonar,3,854.60,1095.79,1244.32,201.42,0.00,,2024-04-24 05:03:56.913,2024-04-23 18:30:00.000,2024-04-24 05:03:56.913,,null
376,"41008","46123",2,Carrollton,KY,Avon,IN,Sonar,3,599.93,641.31,671.53,130.46,0.00,,2024-04-24 05:03:57.504,2024-04-23 18:30:00.000,2024-04-24 05:03:57.504,,null
377,"33563","27401",1,Plant City,FL,Greensboro,NC,Sonar,3,1295.25,1350.64,1400.31,641.42,0.00,,2024-04-24 05:04:05.750,2024-04-23 18:30:00.000,2024-04-24 05:04:05.750,,null
378,"61602","43351",1,Peoria,IL,Upper Sandusky,OH,Sonar,3,1099.59,1141.97,1194.55,399.59,0.00,,2024-04-24 05:04:09.914,2024-04-23 18:30:00.000,2024-04-24 05:04:09.914,,null
379,"76031","30303",1,Cleburne,TX,Atlanta,GA,Sonar,3,2666.19,2827.43,2905.35,816.49,0.00,,2024-04-24 05:04:14.704,2024-04-23 18:30:00.000,2024-04-24 05:04:14.704,,null
380,"19092","46402",2,Philadelphia,PA,Gary,IN,Sonar,3,1121.42,1205.19,1281.02,725.47,0.00,,2024-04-24 05:04:17.705,2024-04-23 18:30:00.000,2024-04-24 05:04:17.705,,null
381,"31401","73075",2,Savannah,GA,Pauls Valley,OK,Sonar,3,1579.74,1668.07,1740.34,1123.72,0.00,,2024-04-24 05:04:18.773,2024-04-23 18:30:00.000,2024-04-24 05:04:18.773,,null
382,"15122","46746",1,Pittsburgh,PA,Brighton,IN,Sonar,3,1202.11,1275.83,1374.79,330.12,0.00,,2024-04-24 05:04:24.713,2024-04-23 18:30:00.000,2024-04-24 05:04:24.713,,null
383,"60068","60098",2,Park Ridge,IL,Bull Valley,IL,Sonar,3,364.34,423.68,504.88,0.00,0.00,,2024-04-24 05:04:27.478,2024-04-23 18:30:00.000,2024-04-24 05:04:27.478,,null
384,"19530","33023",2,Greenwich,PA,Hollywood,FL,Sonar,3,2285.72,2366.59,2464.64,1196.47,0.00,,2024-04-24 05:04:31.153,2024-04-23 18:30:00.000,2024-04-24 05:04:31.153,,null
385,"72315","80012",1,Blytheville,AR,Aurora,CO,Sonar,3,3175.08,3251.53,3313.65,1072.75,0.00,,2024-04-24 05:04:31.920,2024-04-23 18:30:00.000,2024-04-24 05:04:31.920,,null
386,"29440","23320",1,Georgetown,SC,Chesapeake,VA,Sonar,3,1368.66,1432.42,1509.25,426.51,0.00,,2024-04-24 05:04:33.493,2024-04-23 18:30:00.000,2024-04-24 05:04:33.493,,null
387,"92251","85003",2,Imperial,CA,Phoenix,AZ,Sonar,3,966.84,1011.38,1065.53,257.38,0.00,,2024-04-24 05:04:35.218,2024-04-23 18:30:00.000,2024-04-24 05:04:35.218,,null
388,"30701","30176",1,Calhoun,GA,Tallapoosa,GA,Sonar,3,1325.78,1406.02,1695.84,70.71,0.00,,2024-04-24 05:04:38.940,2024-04-23 18:30:00.000,2024-04-24 05:04:38.940,,null
389,"44408","89044",2,Columbiana,OH,Henderson,NV,Sonar,3,3150.20,3248.91,3436.96,2131.68,0.00,,2024-04-24 05:04:40.479,2024-04-23 18:30:00.000,2024-04-24 05:04:40.479,,null
390,"90745","48906",1,Carson,CA,Lansing,MI,Sonar,3,4094.43,4409.03,4660.98,2224.29,0.00,,2024-04-24 05:04:43.667,2024-04-23 18:30:00.000,2024-04-24 05:04:43.667,,null
391,"71301","77002",1,Alex,LA,Clutch City,TX,Sonar,3,826.63,903.49,978.86,266.98,0.00,,2024-04-24 05:04:45.483,2024-04-23 18:30:00.000,2024-04-24 05:04:45.483,,null
392,"61264","42301",2,Milan,IL,Owensboro,KY,Sonar,3,863.77,923.80,1017.70,414.09,0.00,,2024-04-24 05:04:53.171,2024-04-23 18:30:00.000,2024-04-24 05:04:53.171,,null
393,"76031","77301",2,Cleburne,TX,Beach,TX,Sonar,3,622.80,650.04,670.44,234.87,0.00,,2024-04-24 05:04:53.727,2024-04-23 18:30:00.000,2024-04-24 05:04:53.727,,null
394,"52001","33401",2,Center Grove,IA,West Palm Beach,FL,Sonar,3,3133.88,3254.19,3339.91,1465.32,0.00,,2024-04-24 05:04:59.505,2024-04-23 18:30:00.000,2024-04-24 05:04:59.505,,null
395,"75939","75201",1,Asia,TX,Dallas,TX,Sonar,3,854.60,1095.79,1244.32,207.27,0.00,,2024-04-24 05:05:01.011,2024-04-23 18:30:00.000,2024-04-24 05:05:01.011,,null
396,"77701","78108",1,Beaumont,TX,Cibolo,TX,Sonar,3,854.60,1095.79,1244.32,258.23,0.00,,2024-04-24 05:05:02.653,2024-04-23 18:30:00.000,2024-04-24 05:05:02.653,,null
397,"77571","80504",2,La Porte,TX,Firestone,CO,Sonar,3,2311.09,2390.31,2427.65,1184.19,0.00,,2024-04-24 05:05:09.425,2024-04-23 18:30:00.000,2024-04-24 05:05:09.425,,null
398,"69160","39401",1,Sidney,NE,Arnold Line,MS,Sonar,3,2192.07,2269.68,2313.06,1215.54,0.00,,2024-04-24 05:05:10.158,2024-04-23 18:30:00.000,2024-04-24 05:05:10.158,,null
399,"76031","77520",2,Cleburne,TX,Baytown,TX,Sonar,3,609.01,664.48,679.98,284.80,0.00,,2024-04-24 05:05:11.686,2024-04-23 18:30:00.000,2024-04-24 05:05:11.686,,null
400,"61244","71295",2,Babcock,IL,Bushes,LA,Sonar,3,1685.13,1761.75,1848.98,787.66,0.00,,2024-04-24 05:05:15.669,2024-04-23 18:30:00.000,2024-04-24 05:05:15.669,,null
401,"76031","08075",2,Cleburne,TX,Bridgeboro,NJ,Sonar,3,2768.26,2832.70,2886.10,1498.22,0.00,,2024-04-24 05:05:24.990,2024-04-23 18:30:00.000,2024-04-24 05:05:24.990,,null
402,"76031","79201",1,Cleburne,TX,Carey,TX,Sonar,3,854.60,1095.79,1244.32,261.18,0.00,,2024-04-24 05:05:26.756,2024-04-23 18:30:00.000,2024-04-24 05:05:26.756,,null
403,"90745","37174",2,Carson,CA,Spring Hill,TN,Sonar,3,3738.57,3872.97,3987.81,2031.49,0.00,,2024-04-24 05:05:29.921,2024-04-23 18:30:00.000,2024-04-24 05:05:29.921,,null
404,"24382","03840",2,Stones Mill,VA,Greenland,NH,Sonar,3,1848.43,1939.23,2022.06,826.70,0.00,,2024-04-24 05:05:32.482,2024-04-23 18:30:00.000,2024-04-24 05:05:32.482,,null
405,"76031","08832",1,Cleburne,TX,Keasbey,NJ,Sonar,3,3331.11,3356.99,3405.27,1546.97,0.00,,2024-04-24 05:05:38.688,2024-04-23 18:30:00.000,2024-04-24 05:05:38.688,,null
406,"77002","75078",2,Clutch City,TX,Prosper,TX,Sonar,3,611.31,644.45,937.93,256.08,0.00,,2024-04-24 05:05:46.152,2024-04-23 18:30:00.000,2024-04-24 05:05:46.152,,null
407,"97003","11980",2,Aloha,OR,Carver Park,NY,Sonar,3,4047.05,4326.38,4535.28,2980.38,0.00,,2024-04-24 05:05:49.227,2024-04-23 18:30:00.000,2024-04-24 05:05:49.227,,null
408,"30120","17101",1,Cartersville,GA,Harrisburg,PA,Sonar,3,1667.29,1703.05,1924.96,718.26,0.00,,2024-04-24 05:05:50.929,2024-04-23 18:30:00.000,2024-04-24 05:05:50.929,,null
409,"54556","60455",2,Prentice,WI,Bedford Park,IL,Sonar,3,665.15,720.59,789.06,365.45,0.00,,2024-04-24 05:05:52.241,2024-04-23 18:30:00.000,2024-04-24 05:05:52.241,,null
410,"19092","48174",2,Philadelphia,PA,Brownstown,MI,Sonar,3,1018.95,1081.63,1153.60,570.07,0.00,,2024-04-24 05:06:03.449,2024-04-23 18:30:00.000,2024-04-24 05:06:03.449,,null
411,"42539","97113",1,Clementsville,KY,Cornelius,OR,Sonar,3,4349.17,4421.68,4487.99,2461.08,0.00,,2024-04-24 05:06:05.167,2024-04-23 18:30:00.000,2024-04-24 05:06:05.167,,null
412,"77971","06074",2,Lolita,TX,Bissell,CT,Sonar,3,3657.65,3726.58,3785.68,1876.29,0.00,,2024-04-24 05:06:05.944,2024-04-23 18:30:00.000,2024-04-24 05:06:05.944,,null
413,"17701","89501",2,Barbours,PA,Reno,NV,Sonar,3,3844.66,3979.07,4083.06,2516.35,0.00,,2024-04-24 05:06:11.425,2024-04-23 18:30:00.000,2024-04-24 05:06:11.425,,null
414,"39439","67401",2,Heidelberg,MS,Bavaria,KS,Sonar,3,1486.33,1565.55,1649.78,888.93,0.00,,2024-04-24 05:06:12.276,2024-04-23 18:30:00.000,2024-04-24 05:06:12.276,,null
415,"23701","28734",1,Portsmouth,VA,Burningtown,NC,Sonar,3,1304.61,1365.51,1437.98,414.58,0.00,,2024-04-24 05:06:19.211,2024-04-23 18:30:00.000,2024-04-24 05:06:19.211,,null
416,"54935","36602",2,Fond Du Lac,WI,Mobile,AL,Sonar,3,1839.75,1921.98,1985.04,1102.13,0.00,,2024-04-24 05:06:20.754,2024-04-23 18:30:00.000,2024-04-24 05:06:20.754,,null
418,"60538","55433",1,Boulder Hill,IL,Coon Rapids,MN,Sonar,3,996.90,1031.31,1076.74,410.83,0.00,,2024-04-24 05:06:29.236,2024-04-23 18:30:00.000,2024-04-24 05:06:29.236,,null
424,"68446","13035",2,Syracuse,NE,Caz,NY,Sonar,3,2620.17,2675.95,2735.46,1194.97,0.00,,2024-04-24 05:06:41.201,2024-04-23 18:30:00.000,2024-04-24 05:06:41.201,,null
428,"26205","21219",2,Cottle,WV,Baltimore,MD,Sonar,3,759.81,788.81,832.30,269.19,0.00,,2024-04-24 05:06:51.933,2024-04-23 18:30:00.000,2024-04-24 05:06:51.933,,null
433,"41008","46112",2,Carrollton,KY,Brownsburg,IN,Sonar,3,599.93,641.31,671.53,130.46,0.00,,2024-04-24 05:07:10.952,2024-04-23 18:30:00.000,2024-04-24 05:07:10.952,,null
434,"89431","97003",1,Greenbrae,NV,Aloha,OR,Sonar,3,2015.32,2073.22,2139.08,605.38,0.00,,2024-04-24 05:07:13.521,2024-04-23 18:30:00.000,2024-04-24 05:07:13.521,,null
437,"40741","78040",2,London,KY,Laredo,TX,Sonar,3,1823.76,1904.36,2106.39,1251.07,0.00,,2024-04-24 05:07:24.194,2024-04-23 18:30:00.000,2024-04-24 05:07:24.194,,null
443,"78040","23320",1,Laredo,TX,Chesapeake,VA,Sonar,3,2984.61,3062.47,3177.30,1682.25,0.00,,2024-04-24 05:07:49.152,2024-04-23 18:30:00.000,2024-04-24 05:07:49.152,,null
444,"90001","66101",2,Firestone Park,CA,Kansas City,KS,Sonar,3,3271.14,3362.62,3420.59,1613.93,0.00,,2024-04-24 05:07:55.441,2024-04-23 18:30:00.000,2024-04-24 05:07:55.441,,null
447,"19530","21219",1,Greenwich,PA,Baltimore,MD,Sonar,3,803.14,838.62,979.36,109.77,0.00,,2024-04-24 05:08:01.687,2024-04-23 18:30:00.000,2024-04-24 05:08:01.687,,null
449,"17101","01581",1,Harrisburg,PA,Westborough,MA,Sonar,3,1010.59,1307.02,1480.85,334.44,0.00,,2024-04-24 05:08:10.523,2024-04-23 18:30:00.000,2024-04-24 05:08:10.523,,null
456,"18064","11201",2,Nazareth,PA,Brooklyn,NY,Sonar,3,488.89,580.83,626.43,91.10,0.00,,2024-04-24 05:08:27.216,2024-04-23 18:30:00.000,2024-04-24 05:08:27.216,,null
460,"60098","55401",2,Bull Valley,IL,Minneapolis,MN,Sonar,3,900.43,953.98,1005.83,397.88,0.00,,2024-04-24 05:08:36.766,2024-04-23 18:30:00.000,2024-04-24 05:08:36.766,,null
463,"75119","70401",2,Ennis,TX,Hammond,LA,Sonar,3,1011.19,1048.78,1069.70,499.60,0.00,,2024-04-24 05:08:42.273,2024-04-23 18:30:00.000,2024-04-24 05:08:42.273,,null
475,"19092","45133",2,Philadelphia,PA,Allensburg,OH,Sonar,3,999.51,1047.29,1108.97,549.35,0.00,,2024-04-24 05:09:13.419,2024-04-23 18:30:00.000,2024-04-24 05:09:13.419,,null
417,"26062","44062",2,Weirton,WV,Middlefield,OH,Sonar,3,522.17,546.81,601.92,142.24,0.00,,2024-04-24 05:06:27.169,2024-04-23 18:30:00.000,2024-04-24 05:06:27.169,,null
422,"61244","83355",2,Babcock,IL,Wendell,ID,Sonar,3,2943.44,3051.20,3245.69,1417.79,0.00,,2024-04-24 05:06:39.475,2024-04-23 18:30:00.000,2024-04-24 05:06:39.475,,null
425,"07047","02062",1,North Bergen,NJ,Norwood,MA,Sonar,3,1094.53,1118.45,1165.94,220.41,0.00,,2024-04-24 05:06:46.421,2024-04-23 18:30:00.000,2024-04-24 05:06:46.421,,null
427,"52001","19709",2,Center Grove,IA,Middletown,DE,Sonar,3,1998.81,2112.69,2283.71,927.66,0.00,,2024-04-24 05:06:47.713,2024-04-23 18:30:00.000,2024-04-24 05:06:47.713,,null
430,"17821","19720",2,Danville,PA,Manor,DE,Sonar,3,504.00,709.05,843.58,145.43,0.00,,2024-04-24 05:06:54.916,2024-04-23 18:30:00.000,2024-04-24 05:06:54.916,,null
432,"98532","60455",2,Boistfort,WA,Bedford Park,IL,Sonar,3,3196.14,3301.43,3360.11,2132.86,0.00,,2024-04-24 05:07:07.227,2024-04-23 18:30:00.000,2024-04-24 05:07:07.227,,null
438,"79835","34601",1,Canutillo,TX,Brooksville,FL,Sonar,3,2346.40,2462.75,2572.46,1613.77,0.00,,2024-04-24 05:07:27.724,2024-04-23 18:30:00.000,2024-04-24 05:07:27.724,,null
441,"19530","79835",2,Greenwich,PA,Canutillo,TX,Sonar,3,2836.27,2876.07,2904.92,2016.14,0.00,,2024-04-24 05:07:42.189,2024-04-23 18:30:00.000,2024-04-24 05:07:42.189,,null
446,"33563","75119",2,Plant City,FL,Ennis,TX,Sonar,3,1342.93,1440.42,1507.33,1141.69,0.00,,2024-04-24 05:07:58.953,2024-04-23 18:30:00.000,2024-04-24 05:07:58.953,,null
450,"40502","75090",2,Lexington,KY,Sherman,TX,Sonar,3,1876.89,1945.90,2014.60,879.20,0.00,,2024-04-24 05:08:12.190,2024-04-23 18:30:00.000,2024-04-24 05:08:12.190,,null
457,"33563","78201",2,Plant City,FL,Balcones Heights,TX,Sonar,3,1388.62,1499.68,1566.47,1177.26,0.00,,2024-04-24 05:08:30.434,2024-04-23 18:30:00.000,2024-04-24 05:08:30.434,,null
458,"18064","11201",2,Nazareth,PA,Brooklyn,NY,Sonar,3,488.89,580.83,626.43,91.10,0.00,,2024-04-24 05:08:30.466,2024-04-23 18:30:00.000,2024-04-24 05:08:30.466,,null
462,"60098","55401",2,Bull Valley,IL,Minneapolis,MN,Sonar,3,900.43,953.98,1005.83,397.88,0.00,,2024-04-24 05:08:39.201,2024-04-23 18:30:00.000,2024-04-24 05:08:39.201,,null
465,"35203","29601",2,Birmingham,AL,Greenville,SC,Sonar,3,620.75,708.95,836.66,278.76,0.00,,2024-04-24 05:08:47.443,2024-04-23 18:30:00.000,2024-04-24 05:08:47.443,,null
473,"19092","45133",2,Philadelphia,PA,Allensburg,OH,Sonar,3,999.51,1047.29,1108.97,549.35,0.00,,2024-04-24 05:09:08.236,2024-04-23 18:30:00.000,2024-04-24 05:09:08.236,,null
474,"63536","76635",2,Downing,MO,Coolidge,TX,Sonar,3,1465.49,1546.17,1656.19,806.66,0.00,,2024-04-24 05:09:12.652,2024-04-23 18:30:00.000,2024-04-24 05:09:12.652,,null
476,"71730","30038",1,El Dorado,AR,Lithonia,GA,Sonar,3,2393.92,2485.74,2618.98,601.17,0.00,,2024-04-24 05:09:17.739,2024-04-23 18:30:00.000,2024-04-24 05:09:17.739,,null
478,"31401","98101",2,Savannah,GA,Seattle,WA,Sonar,3,5022.77,5126.40,5318.95,2912.83,0.00,,2024-04-24 05:09:26.247,2024-04-23 18:30:00.000,2024-04-24 05:09:26.247,,null
480,"17201","70112",1,Aqua,PA,New Orleans,LA,Sonar,3,2167.74,2250.36,2321.16,1084.99,0.00,,2024-04-24 05:09:37.201,2024-04-23 18:30:00.000,2024-04-24 05:09:37.201,,null
419,"17756","44139",2,Clarkstown,PA,Cleveland,OH,Sonar,3,682.31,765.63,813.85,286.18,0.00,,2024-04-24 05:06:29.999,2024-04-23 18:30:00.000,2024-04-24 05:06:29.999,,null
421,"18101","27828",1,Allentown,PA,Farmville,NC,Sonar,3,1065.91,1088.39,1146.79,427.41,0.00,,2024-04-24 05:06:37.989,2024-04-23 18:30:00.000,2024-04-24 05:06:37.989,,null
431,"61101","77301",2,Rockford,IL,Beach,TX,Sonar,3,1941.64,2052.60,2150.36,1129.71,0.00,,2024-04-24 05:06:57.237,2024-04-23 18:30:00.000,2024-04-24 05:06:57.237,,null
436,"90001","92335",2,Firestone Park,CA,Fontana,CA,Sonar,3,332.06,377.80,445.81,83.35,0.00,,2024-04-24 05:07:17.475,2024-04-23 18:30:00.000,2024-04-24 05:07:17.475,,null
439,"52001","16662",2,Center Grove,IA,Martinsburg,PA,Sonar,3,1685.98,1779.90,1903.15,741.79,0.00,,2024-04-24 05:07:33.769,2024-04-23 18:30:00.000,2024-04-24 05:07:33.769,,null
445,"97601","94536",2,Kingsley Field,OR,Fremont,CA,Sonar,3,1002.95,1110.89,1303.61,402.49,0.00,,2024-04-24 05:07:55.997,2024-04-23 18:30:00.000,2024-04-24 05:07:55.997,,null
455,"78040","54452",1,Laredo,TX,Corning,WI,Sonar,3,1876.12,1948.30,2029.87,1509.80,0.00,,2024-04-24 05:08:25.170,2024-04-23 18:30:00.000,2024-04-24 05:08:25.170,,null
459,"92376","85701",2,Rialto,CA,Tucson,AZ,Sonar,3,1088.82,1142.42,1213.73,451.13,0.00,,2024-04-24 05:08:30.683,2024-04-23 18:30:00.000,2024-04-24 05:08:30.683,,null
467,"21201","18101",2,Baltimore,MD,Allentown,PA,Sonar,3,589.21,622.15,718.39,136.72,0.00,,2024-04-24 05:08:51.211,2024-04-23 18:30:00.000,2024-04-24 05:08:51.211,,null
468,"92376","85701",1,Rialto,CA,Tucson,AZ,Sonar,3,1121.40,1296.57,2080.61,451.13,0.00,,2024-04-24 05:08:53.980,2024-04-23 18:30:00.000,2024-04-24 05:08:53.980,,null
471,"08102","27030",1,Camden,NJ,Mount Airy,NC,Sonar,3,1124.48,1199.90,1254.31,491.37,0.00,,2024-04-24 05:09:02.192,2024-04-23 18:30:00.000,2024-04-24 05:09:02.192,,null
472,"72315","75006",2,Blytheville,AR,Carrollton,TX,Sonar,3,1151.08,1199.39,1274.76,442.05,0.00,,2024-04-24 05:09:02.414,2024-04-23 18:30:00.000,2024-04-24 05:09:02.414,,null
477,"21201","48201",2,Baltimore,MD,Detroit,MI,Sonar,3,894.36,933.54,1011.06,527.67,0.00,,2024-04-24 05:09:24.196,2024-04-23 18:30:00.000,2024-04-24 05:09:24.196,,null
420,"52001","14604",2,Center Grove,IA,Rochester,NY,Sonar,3,1723.57,1788.56,1880.06,789.08,0.00,,2024-04-24 05:06:30.985,2024-04-23 18:30:00.000,2024-04-24 05:06:30.985,,null
423,"33563","27401",2,Plant City,FL,Greensboro,NC,Sonar,3,783.80,851.16,910.20,641.42,0.00,,2024-04-24 05:06:40.659,2024-04-23 18:30:00.000,2024-04-24 05:06:40.659,,null
426,"52001","29591",2,Center Grove,IA,Scranton,SC,Sonar,3,1972.84,2036.85,2083.07,1112.27,0.00,,2024-04-24 05:06:47.489,2024-04-23 18:30:00.000,2024-04-24 05:06:47.489,,null
429,"30028","18936",1,Cumming,GA,Montgomeryville,PA,Sonar,3,1712.15,1915.41,1994.84,785.86,0.00,,2024-04-24 05:06:53.997,2024-04-23 18:30:00.000,2024-04-24 05:06:53.997,,null
435,"72201","77002",2,Little Rock,AR,Clutch City,TX,Sonar,3,1072.55,1128.86,1212.52,429.93,0.00,,2024-04-24 05:07:16.156,2024-04-23 18:30:00.000,2024-04-24 05:07:16.156,,null
440,"55401","58701",2,Minneapolis,MN,Logan,ND,Sonar,3,1242.06,1287.91,1410.41,537.84,0.00,,2024-04-24 05:07:37.701,2024-04-23 18:30:00.000,2024-04-24 05:07:37.701,,null
442,"61244","83543",2,Babcock,IL,Nezperce,ID,Sonar,3,3668.56,3759.87,3858.43,1681.09,0.00,,2024-04-24 05:07:48.418,2024-04-23 18:30:00.000,2024-04-24 05:07:48.418,,null
448,"60010","61244",2,Barrington,IL,Babcock,IL,Sonar,3,594.08,765.48,791.56,167.97,0.00,,2024-04-24 05:08:03.234,2024-04-23 18:30:00.000,2024-04-24 05:08:03.234,,null
451,"32099","23875",2,Jacksonville,FL,Prince George,VA,Sonar,3,984.50,1082.88,1221.54,606.26,0.00,,2024-04-24 05:08:12.902,2024-04-23 18:30:00.000,2024-04-24 05:08:12.902,,null
452,"32099","23875",2,Jacksonville,FL,Prince George,VA,Sonar,3,984.50,1082.88,1221.54,606.26,0.00,,2024-04-24 05:08:14.978,2024-04-23 18:30:00.000,2024-04-24 05:08:14.978,,null
453,"72315","60449",2,Blytheville,AR,Monee,IL,Sonar,3,1062.82,1107.41,1170.19,517.88,0.00,,2024-04-24 05:08:17.186,2024-04-23 18:30:00.000,2024-04-24 05:08:17.186,,null
454,"53080","15901",2,Saukville,WI,Johnstown,PA,Sonar,3,1508.23,1588.36,1708.76,648.14,0.00,,2024-04-24 05:08:20.937,2024-04-23 18:30:00.000,2024-04-24 05:08:20.937,,null
461,"52801","27536",2,Davenport,IA,Henderson,NC,Sonar,3,1885.69,1955.90,2036.95,930.60,0.00,,2024-04-24 05:08:37.433,2024-04-23 18:30:00.000,2024-04-24 05:08:37.433,,null
464,"21201","18101",2,Baltimore,MD,Allentown,PA,Sonar,3,589.21,622.15,718.39,136.72,0.00,,2024-04-24 05:08:45.461,2024-04-23 18:30:00.000,2024-04-24 05:08:45.461,,null
466,"33563","33880",2,Plant City,FL,Eloise,FL,Sonar,3,406.72,446.79,493.82,40.20,0.00,,2024-04-24 05:08:50.908,2024-04-23 18:30:00.000,2024-04-24 05:08:50.908,,null
469,"72315","75006",2,Blytheville,AR,Carrollton,TX,Sonar,3,1151.08,1199.39,1274.76,442.05,0.00,,2024-04-24 05:08:55.022,2024-04-23 18:30:00.000,2024-04-24 05:08:55.022,,null
470,"19092","37874",2,Philadelphia,PA,Sweetwater,TN,Sonar,3,1165.10,1247.48,1322.52,626.93,0.00,,2024-04-24 05:08:59.239,2024-04-23 18:30:00.000,2024-04-24 05:08:59.239,,null
479,"31401","98101",2,Savannah,GA,Seattle,WA,Sonar,3,5022.77,5126.40,5318.95,2912.83,0.00,,2024-04-24 05:09:30.502,2024-04-23 18:30:00.000,2024-04-24 05:09:30.502,,null
481,"52577","58051",2,Evans,IA,Kindred,ND,Sonar,3,1005.54,1074.92,1175.06,613.39,0.00,,2024-04-24 05:09:42.506,2024-04-23 18:30:00.000,2024-04-24 05:09:42.506,,null
482,"52577","58051",2,Evans,IA,Kindred,ND,Sonar,3,1005.54,1074.92,1175.06,613.39,0.00,,2024-04-24 05:09:52.438,2024-04-23 18:30:00.000,2024-04-24 05:09:52.438,,null
483,"24382","75201",2,Stones Mill,VA,Dallas,TX,Sonar,3,1962.33,2011.29,2077.99,1022.75,0.00,,2024-04-24 05:09:52.672,2024-04-23 18:30:00.000,2024-04-24 05:09:52.672,,null
484,"29301","33060",2,Spartanburg,SC,Pompano Beach,FL,Sonar,3,1535.76,1617.49,1684.14,712.10,0.00,,2024-04-24 05:09:57.165,2024-04-23 18:30:00.000,2024-04-24 05:09:57.165,,null
485,"06374","02338",1,Plainfield,CT,Halifax,MA,Sonar,3,790.14,849.34,946.96,86.64,0.00,,2024-04-24 05:09:58.773,2024-04-23 18:30:00.000,2024-04-24 05:09:58.773,,null
486,"78201","48103",2,Balcones Heights,TX,Ann Arbor,MI,Sonar,3,2173.39,2251.41,2347.93,1440.24,0.00,,2024-04-24 05:10:06.405,2024-04-23 18:30:00.000,2024-04-24 05:10:06.405,,null
487,"90744","37174",2,Wilmington,CA,Spring Hill,TN,Sonar,3,3738.57,3872.97,3987.81,2031.49,0.00,,2024-04-24 05:10:07.721,2024-04-23 18:30:00.000,2024-04-24 05:10:07.721,,null
488,"19530","53186",2,Greenwich,PA,Vernon,WI,Sonar,3,1146.49,1205.18,1281.50,803.59,0.00,,2024-04-24 05:10:21.015,2024-04-23 18:30:00.000,2024-04-24 05:10:21.015,,null
489,"76031","98402",2,Cleburne,TX,Tacoma,WA,Sonar,3,3999.54,4085.11,4285.74,2207.01,0.00,,2024-04-24 05:10:26.995,2024-04-23 18:30:00.000,2024-04-24 05:10:26.995,,null
490,"76031","98402",2,Cleburne,TX,Tacoma,WA,Sonar,3,3999.54,4085.11,4285.74,2207.01,0.00,,2024-04-24 05:10:27.418,2024-04-23 18:30:00.000,2024-04-24 05:10:27.418,,null
491,"08608","45202",1,Trenton,NJ,Cincinnati,OH,Sonar,3,1130.50,1164.62,1200.71,590.58,0.00,,2024-04-24 05:10:32.974,2024-04-23 18:30:00.000,2024-04-24 05:10:32.974,,null
492,"40502","78040",2,Lexington,KY,Laredo,TX,Sonar,3,1910.82,2041.30,2246.53,1246.56,0.00,,2024-04-24 05:10:35.429,2024-04-23 18:30:00.000,2024-04-24 05:10:35.429,,null
493,"93272","48813",2,Tipton,CA,Charlotte,MI,Sonar,3,3542.15,3720.58,3915.48,2299.09,0.00,,2024-04-24 05:10:38.911,2024-04-23 18:30:00.000,2024-04-24 05:10:38.911,,null
494,"28110","33572",2,Monroe,NC,Apollo Beach,FL,Sonar,3,1436.56,1515.96,1576.47,584.77,0.00,,2024-04-24 05:10:44.749,2024-04-23 18:30:00.000,2024-04-24 05:10:44.749,,null
495,"52001","33106",1,Center Grove,IA,Miami,FL,Sonar,3,2966.64,3058.79,3188.60,1529.11,0.00,,2024-04-24 05:10:51.972,2024-04-23 18:30:00.000,2024-04-24 05:10:51.972,,null
496,"47620","02062",2,Mount Vernon,IN,Norwood,MA,Sonar,3,2037.59,2110.46,2200.29,1077.71,0.00,,2024-04-24 05:10:52.705,2024-04-23 18:30:00.000,2024-04-24 05:10:52.705,,null
497,"70112","33060",2,New Orleans,LA,Pompano Beach,FL,Sonar,3,2005.41,2060.98,2098.67,853.90,0.00,,2024-04-24 05:10:56.001,2024-04-23 18:30:00.000,2024-04-24 05:10:56.001,,null
498,"70112","33060",2,New Orleans,LA,Pompano Beach,FL,Sonar,3,2005.41,2060.98,2098.67,853.90,0.00,,2024-04-24 05:10:57.473,2024-04-23 18:30:00.000,2024-04-24 05:10:57.473,,null
499,"52801","73533",2,Davenport,IA,Duncan,OK,Sonar,3,1781.51,1873.62,2003.69,801.52,0.00,,2024-04-24 05:11:09.925,2024-04-23 18:30:00.000,2024-04-24 05:11:09.925,,null
500,"14504","14513",1,Manchester,NY,East Palmyra,NY,Sonar,3,925.75,1059.25,1240.71,0.00,0.00,,2024-04-24 05:11:17.262,2024-04-23 18:30:00.000,2024-04-24 05:11:17.262,,null
501,"78040","38555",2,Laredo,TX,Crossville,TN,Sonar,3,2186.48,2278.81,2360.73,1132.28,0.00,,2024-04-24 05:11:29.941,2024-04-23 18:30:00.000,2024-04-24 05:11:29.941,,null
